Frame Number,bubblegum,mumbathon,gaze-distance_bubblegum_mumbathon
10928,"0.3602959228325, 0.8117739724175","0.117186038318, 0.5999597255205",0.3224402132755727
10929,"0.3520104539985, 0.7840130345734999","0.11357872294350001, 0.6025783114015",0.29961349960638306
10930,"0.35141869558100003, 0.7867970549295","0.1099519046705, 0.6011332096990001",0.3045936219594727
10931,"0.352222645801, 0.7848043548735","0.107377482311, 0.606572354101",0.3028461658727303
10932,"0.3519427724065, 0.814963041173","0.10558672039849999, 0.6045838985165",0.32396093595656317
10933,"0.34735739804700005, 0.817681414123","0.103054058048, 0.6068774190724999",0.3226800989585789
10934,"0.348317727079, 0.8159497608985","0.1035991391295, 0.6072715236265",0.32161124669225466
10935,"0.3505014371415, 0.8110496448685001","0.102603681591, 0.605439965765",0.32206930519380406
10936,"0.3480257383105, 0.7964949198675001","0.09976590797945, 0.603665452882",0.3143503565989926
10937,"0.34642931423699996, 0.800735956065","0.1003384521094, 0.606457080142",0.31353627230770265
10938,"0.350662033516, 0.789960939935","0.11471105904, 0.610300177298",0.29656508895600386
10939,"0.3454877785185, 0.7896821806169999","0.1156518579685, 0.6167698449225",0.2876164567794989
10940,"0.34601451447599996, 0.7833389676060001","0.1159635089145, 0.6161821568955",0.2843674814861278
10941,"0.35165178209150005, 0.775840203728","0.12658284940300002, 0.628547023822",0.2689819795234652
10942,"0.3550267309465, 0.7610053532609999","0.122439755608, 0.625625488434",0.2691178345960906
10943,"0.3494433565295, 0.773316858894","0.119626124043, 0.622090894786",0.2751095283121763
10944,"0.3504420754875, 0.7724662447149999","0.11734627136350001, 0.6220857694515001",0.27739491927699444
10945,Noisy,"0.10743133132400001, 0.4499957645105",One player's frame missing
10946,Noisy,Missing,Both player's frame missing
10947,Missing,"0.119041070295, 0.5301941469355",One player's frame missing
10948,Noisy,Missing,Both player's frame missing
10949,Noisy,Missing,Both player's frame missing
10950,Noisy,Missing,Both player's frame missing
10951,Noisy,Missing,Both player's frame missing
10952,Noisy,Missing,Both player's frame missing
10953,Noisy,"0.07772168725123334, 0.6862294713996667",One player's frame missing
10954,Noisy,"0.07763411588784999, 0.7113908262645",One player's frame missing
10955,Noisy,"0.0810797572993, 0.723475375534",One player's frame missing
10956,Noisy,"0.08348067298166667, 0.7222262148003332",One player's frame missing
10957,Noisy,"0.08207283438925, 0.7257674776024999",One player's frame missing
10958,Noisy,"0.08140553426095001, 0.720589927755",One player's frame missing
10959,Noisy,"0.0821182082759, 0.7208755278000001",One player's frame missing
10960,Noisy,"0.0817222608658, 0.714485385664",One player's frame missing
10961,Noisy,"0.08242230494495, 0.7113976687745",One player's frame missing
10962,Noisy,"0.08369907498089998, 0.7064221018350001",One player's frame missing
10963,Noisy,"0.08423795833660001, 0.7060749272129999",One player's frame missing
10964,Noisy,"0.08356641038115001, 0.7019884187165",One player's frame missing
10965,Noisy,"0.08413446730655, 0.7012960330365",One player's frame missing
10966,Noisy,"0.0818211992058, 0.7023024885925",One player's frame missing
10967,Noisy,"0.08569335430265, 0.702442553048",One player's frame missing
10968,Noisy,"0.08573374624055001, 0.7062852951084999",One player's frame missing
10969,Noisy,"0.0873890077426, 0.7035924116245",One player's frame missing
10970,"0.35834460545700003, 0.7610147776884999","0.08718907515419999, 0.7039188528989999",0.27710154499995293
10971,"0.35412659562349996, 0.762284636044","0.08685717353195, 0.7079558410685",0.2727353331503658
10972,"0.35223606268950003, 0.7666342822650001","0.08954002817319999, 0.709767130537",0.26878072753872156
10973,"0.35263942005300003, 0.7626944791979999","0.08907650866589999, 0.708704998716",0.2690358196626624
10974,"0.3543088630623334, 0.7603619884539999","0.0930571638982, 0.7031433293956667",0.2674442470134301
10975,Noisy,"0.09359215702055002, 0.7040653484015",One player's frame missing
10976,Noisy,"0.09566803268614998, 0.7051859647255001",One player's frame missing
10977,"0.3557759090335, 0.7595286184065001","0.09417779228800001, 0.703092574111",0.2676165200067363
10978,"0.357548218123, 0.7541005544339999","0.09596957849323333, 0.6985158146386666",0.26741923642227805
10979,Noisy,"0.09930333827535, 0.7012300780730001",One player's frame missing
10980,Noisy,"0.10048780765415, 0.7043193411155",One player's frame missing
10981,Noisy,"0.1017193360335, 0.7018325126764999",One player's frame missing
10982,Noisy,"0.10021825874580001, 0.698210148505",One player's frame missing
10983,"0.36301628556599996, 0.742439319252","0.0964974222221, 0.6988051072205",0.2700671193939283
10984,"0.3580597188936667, 0.7537043373893333","0.09359578944815, 0.7215057182685",0.26641681825862973
10985,"0.35551640614, 0.7557907526925001","0.0957220816951, 0.7102160274005",0.26376153358521265
10986,"0.36575968826250005, 0.767549465413","0.09936893990715001, 0.704974481429",0.273641479732005
10987,"0.358202356724, 0.766103564618","0.09698560998985, 0.726371084074",0.2642212307604225
10988,"0.356682985566, 0.765508246711","0.09865835215605001, 0.7262285644955",0.26099732734510855
10989,"0.3518718971575, 0.771975680128","0.09943411027669999, 0.722002324183",0.25733669102885787
10990,"0.350186481307, 0.7702263612453333","0.1040195358005, 0.723753599903",0.2505152342808349
10991,"0.350517342144, 0.763596301337","0.11255367857000001, 0.7182983859580001",0.24223667418300407
10992,"0.34593459369449997, 0.773087100987","0.1147578055205, 0.7244135127440001",0.23624526573647048
10993,"0.3645134705885, 0.7793789585390001","0.111993589531, 0.72852567724",0.25758949230931216
10994,Noisy,"0.11108128428266667, 0.7337384311273333",One player's frame missing
10995,"0.355256187193, 0.7641182662495001","0.11042106399900001, 0.7303415261685",0.24715401214611224
10996,"0.350044379738, 0.760926824604","0.107098620186, 0.7376135414095",0.24406177754332029
10997,"0.34601521135150004, 0.7596104969015001","0.115517475603, 0.7636929987250001",0.2305338868937151
10998,"0.3470078306433333, 0.7606436235226667","0.116296895596, 0.7718477569873334",0.23098283087084398
10999,"0.3510623392865, 0.7575925343259999","0.11519521408, 0.775931479853",0.2365789882390679
11000,"0.351709206205, 0.7531938092995001","0.11483985320833333, 0.7559001596463334",0.23688481319252885
11001,"0.348931777157, 0.75828005492","0.1057499918805, 0.749475102766",0.24334113477318214
11002,"0.347360396026, 0.7605125529294999","0.10014563504195, 0.7586053678355",0.24722211754489876
11003,"0.347793643829, 0.756188271748","0.09894623459955, 0.763004986616",0.24894075737371932
11004,"0.345976593196, 0.7603658025706667","0.1121520521255, 0.7785383015434999",0.23452964786087827
11005,"0.3472440405885, 0.7582879858730001","0.14168693855499997, 0.788079210457",0.20770469243285059
11006,"0.346017350009, 0.7584497291940001","0.1406267733785, 0.785266139167",0.20713379447219452
11007,"0.34751714033250003, 0.75320611591","0.150716256252, 0.7740330362175",0.19789984483157474
11008,"0.363863763749, 0.776858404762","0.151527802329, 0.76720384011",0.2125553366320765
11009,"0.3737600731906667, 0.7881855899686667","0.17489950147849997, 0.7934375322175",0.1989299119767434
11010,"0.377290276959, 0.7864729616224999",Missing,One player's frame missing
11011,"0.37379764581200003, 0.784600644041","0.150731622052, 0.7967008153569999",0.22339396836524805
11012,"0.36487625324850004, 0.764966804361","0.145740680539, 0.8046378050880001",0.22269752474017807
11013,"0.3613956794335, 0.7636181919284999","0.14388160277, 0.8098141567139999",0.22236555648129974
11014,"0.36061848305766664, 0.7573835481343334","0.14233011790500003, 0.81595957924",0.2260109771252625
11015,"0.360627767581, 0.7535274947399999","0.145565964839, 0.8179454774480001",0.22450223939820096
11016,"0.356727856815, 0.757668333078","0.14360726427666667, 0.8302684069666668",0.2251469690947009
11017,"0.3593083387575, 0.753572808887","0.140873988393, 0.8223026229245001",0.22899203644841123
11018,"0.3617732115155, 0.757972246319","0.137788755658, 0.8167370967725001",0.2315649889655226
11019,"0.36083306032333334, 0.7595586163233333","0.1411614816015, 0.824765196378",0.22914515177190262
11020,"0.36107984232900003, 0.7591942612","0.1423890248395, 0.8158584003485",0.22591258999813707
11021,"0.37166009249399995, 0.776068493513","0.1383836840775, 0.8184229995905",0.23709025055613459
11022,"0.3756305388735, 0.785964300593","0.1307707244515, 0.811471949595",0.24618482665750444
11023,"0.355427239986, 0.8485682852585","0.1269581917535, 0.804158725847",0.23274517173807915
11024,"0.3580063936325, 0.8599039277","0.124760396929, 0.814217500884",0.23767823748383624
11025,"0.34851271762133335, 0.875895021915","0.1238951324905, 0.822581801974",0.23085787612833272
11026,"0.35085264312, 0.870262024499","0.11375015678450001, 0.8232690594705001",0.24171455849544057
11027,"0.343160453785, 0.8781791780785","0.10090291511865, 0.8272486502765",0.24755329467181073
11028,"0.34882634195999995, 0.8735454410185001","0.10248111270499999, 0.829860346737",0.25018864770225296
11029,"0.34719461444, 0.8527496328555","0.113059031208, 0.8314677644089999",0.2351008065914767
11030,"0.3448046782053333, 0.8651778627023333","0.13885430711100002, 0.8522734764573334",0.20635425495553447
11031,"0.342554275184, 0.8066019230500001","0.14606001334899998, 0.8486108484329999",0.20093467780827676
11032,"0.3417468234165, 0.7783103492319999","0.15005646890500002, 0.8417699374615",0.201921547515371
11033,"0.344150490418, 0.763245168299","0.138265590282, 0.825500446673",0.2150914033368952
11034,"0.3448003459955, 0.75193098502","0.159652916052, 0.7899576736280001",0.18901216855317293
11035,"0.3466760586966666, 0.741563617321",Missing,One player's frame missing
11036,Noisy,"0.14017702715733332, 0.8039680813823334",One player's frame missing
11037,"0.3607183727265, 0.7702690564235","0.12774306962200002, 0.815175391277",0.23726371565540377
11038,"0.36400934929, 0.803027572219","0.12440762108699999, 0.8179630112213333",0.2400667729946331
11039,"0.369164577583, 0.7454176014755001","0.11525342465600001, 0.8308681404800001",0.2679042145933467
11040,"0.37144866955, 0.7208199703205","0.152559078051, 0.8202555035833333",0.24041646894891192
11041,"0.3741229667975, 0.7090569088465","0.125797091176, 0.841011872773",0.28120784663310633
11042,"0.3768002418055, 0.6987309674355","0.1131496312015, 0.8562635761515001",0.30712890987455155
11043,"0.377944829227, 0.6979124375255001","0.10870812869033332, 0.867443694764",0.31816544139289726
11044,"0.37744264656250004, 0.6966086317744999","0.10666047098699999, 0.8762159799660001",0.3249335103275495
11045,"0.37986382917899997, 0.690996812193","0.10046881681150001, 0.8814227679915",0.3381177569687929
11046,"0.3794898666845, 0.6885085986805","0.09913816253419999, 0.886435288072",0.343179329787586
11047,"0.37980746489149997, 0.68754904263","0.1001649208614, 0.88646517126",0.34317281165729474
11048,"0.38337209383549997, 0.6815586363825","0.10664845775850001, 0.8594317905595",0.3289602251649137
11049,"0.3863718875505, 0.675596521589","0.10118975520373334, 0.874870635867",0.3479066271733411
11050,"0.38870020359900004, 0.6775523290300001","0.118062052818, 0.8771259196600001",0.33626570853286564
11051,"0.388155158292, 0.6815974470775","0.1083017135715, 0.881680090559",0.3440218230642861
11052,"0.38904392279200006, 0.6713762558515","0.106350053856, 0.883886183106",0.3536612683284915
11053,"0.3946066739035, 0.6637869577894999","0.109290448441, 0.855587531401",0.3437918098935293
11054,Noisy,"0.1299657924575, 0.8364982247325",One player's frame missing
11055,Noisy,"0.14313077163266666, 0.843529423939",One player's frame missing
11056,Noisy,"0.14727424558, 0.83234147765",One player's frame missing
11057,Noisy,"0.13307925643899998, 0.836545069985",One player's frame missing
11058,Noisy,"0.13482376954550002, 0.8416709541795",One player's frame missing
11059,Noisy,"0.13282672495866668, 0.8547216144363333",One player's frame missing
11060,Noisy,"0.14170607752300002, 0.8614211666235",One player's frame missing
11061,Noisy,"0.1258678725245, 0.8586894257690001",One player's frame missing
11062,Noisy,"0.112459275322, 0.866803411832",One player's frame missing
11063,Noisy,"0.097516227914, 0.897707057369",One player's frame missing
11064,Noisy,"0.0942358568372, 0.8964768391423332",One player's frame missing
11065,Noisy,"0.104728295199, 0.8621100155689999",One player's frame missing
11066,Noisy,"0.10724093013300001, 0.8599496801713333",One player's frame missing
11067,Noisy,"0.09837913573359999, 0.870132572461",One player's frame missing
11068,Noisy,"0.1029444084375, 0.8681766749340001",One player's frame missing
11069,"0.425239489591, 0.7203899266995","0.1269326926585, 0.875203090299",0.3360863887749895
11070,"0.42246207834900007, 0.7195666681320001",Noisy,One player's frame missing
11071,"0.423796460603, 0.7140525911605",Noisy,One player's frame missing
11072,"0.41947315071150004, 0.7197777765969999",Noisy,One player's frame missing
11073,Noisy,Noisy,Both player's frame missing
11074,"0.4054320850805, 0.7227182348625001",Noisy,One player's frame missing
11075,"0.4049826815825, 0.7265121035185",Noisy,One player's frame missing
11076,"0.40369587252600003, 0.730160752627",Noisy,One player's frame missing
11077,"0.410687360464, 0.7472413866415",Noisy,One player's frame missing
11078,"0.4183092053255, 0.7552073594255",Noisy,One player's frame missing
11079,"0.41914691130799997, 0.762847877079",Noisy,One player's frame missing
11080,Noisy,Noisy,Both player's frame missing
11081,Noisy,Noisy,Both player's frame missing
11082,"0.40122018690300004, 0.748557552472","0.228052849248, 0.965693205685",0.2777315587518944
11083,"0.4012833585905, 0.7533700491755","0.221600528051, 0.9554767679605001",0.27043122114268864
11084,"0.4015807675125, 0.7509213400875","0.216238020317, 0.950143260645",0.27210532440324253
11085,"0.3999006077985, 0.7511790004329999","0.2161980084933333, 0.9410541656916666",0.2641954264810059
11086,"0.4104789442195, 0.7594800410495001","0.21275670932149998, 0.9321159698679999",0.2624828491389219
11087,"0.41621719457100004, 0.7580813787339999","0.20891697327300002, 0.9305727905140001",0.26967882543510413
11088,"0.4059143382065, 0.7640122254145001","0.20873996850600002, 0.9271680064445",0.2559248736451749
11089,Noisy,"0.20454779868349998, 0.916465808708",One player's frame missing
11090,"0.40307985616249997, 0.7575308442015001","0.21191815029199998, 0.912127624105",0.24585150426192384
11091,"0.3967946489155, 0.7444643919205","0.2117554121065, 0.8937970444735",0.2377809081431312
11092,Noisy,"0.20957149229100003, 0.9022206664669999",One player's frame missing
11093,"0.3903726827335, 0.738002428433","0.20859280410800002, 0.9021439498365",0.24492113694362347
11094,Noisy,"0.207726656893, 0.8965076839925",One player's frame missing
11095,"0.396595542923, 0.7349344208635","0.206602873257, 0.8938279573245",0.24767795714576
11096,"0.391976274468, 0.7415998277529999","0.209313231075, 0.898505066469",0.24080083338335428
11097,"0.386815659051, 0.739827205503","0.202658172388, 0.895821583484",0.2413466922410832
11098,"0.38239849053450004, 0.7464597057119999","0.2032457640605, 0.8925917852725",0.23119317481219945
11099,"0.381088786194, 0.7508353296665","0.2058329259025, 0.8865719166305",0.22167326768726373
11100,"0.382033155481, 0.7490177997865","0.201577792277, 0.88553654144",0.22627749541601047
11101,"0.3808744329885, 0.7601954506499999","0.2015130104365, 0.8831542702740001",0.2174612407377565
11102,Noisy,"0.2008897076235, 0.8844554115204999",One player's frame missing
11103,Noisy,"0.2002854824835, 0.8806287108920001",One player's frame missing
11104,"0.3744240499465, 0.7739739128409999","0.201230771032, 0.8793266145885",0.20271927295314945
11105,Noisy,"0.19777517557500002, 0.8750153278724999",One player's frame missing
11106,Noisy,"0.19425293995350001, 0.8784466136444999",One player's frame missing
11107,"0.3725588354335, 0.7737771392374999","0.1945689176355, 0.847211671877",0.1925436091427617
11108,Missing,"0.19071472573, 0.8611330651055",One player's frame missing
11109,"0.37538700523, 0.779299101142","0.1816841256675, 0.8754584807365",0.21625779022916963
11110,Noisy,Noisy,Both player's frame missing
11111,"0.370170949102, 0.7671918662105",Noisy,One player's frame missing
11112,"0.3697139755285, 0.7640127843144999",Noisy,One player's frame missing
11113,"0.368871277632, 0.7637638462705001",Missing,One player's frame missing
11114,"0.37095883499899995, 0.751262661855",Missing,One player's frame missing
11115,"0.379611860829, 0.7692090952895",Missing,One player's frame missing
11116,"0.370964598764, 0.7637925276624999",Missing,One player's frame missing
11117,"0.368644633878, 0.7529352960265",Missing,One player's frame missing
11118,"0.3650359594795, 0.758007203468",Noisy,One player's frame missing
11119,"0.3626797947375, 0.7537850786325",Missing,One player's frame missing
11120,"0.36354407496, 0.7441659142495001",Noisy,One player's frame missing
11121,"0.36861953325700003, 0.767447399101",Missing,One player's frame missing
11122,Noisy,Missing,Both player's frame missing
11123,Noisy,Noisy,Both player's frame missing
11124,"0.3732024229805, 0.765362155589",Noisy,One player's frame missing
11125,"0.37538622683050005, 0.7576368059795",Noisy,One player's frame missing
11126,"0.3735548027805, 0.7461344644304999",Noisy,One player's frame missing
11127,"0.369982088767, 0.746493154716",Noisy,One player's frame missing
11128,"0.3718403882595, 0.750530197292",Noisy,One player's frame missing
11129,"0.36690910325250004, 0.739054154063",Noisy,One player's frame missing
11130,"0.36355991379950003, 0.7346781882305",Noisy,One player's frame missing
11131,"0.3610656275275, 0.7267186596584999",Noisy,One player's frame missing
11132,"0.36124481393700003, 0.7114910083535",Noisy,One player's frame missing
11133,"0.3601967323495, 0.7150730931885",Noisy,One player's frame missing
11134,"0.36092638030449997, 0.721081591296",Noisy,One player's frame missing
11135,"0.35767745844949994, 0.713263017884",Noisy,One player's frame missing
11136,"0.35552820133499996, 0.710233381236",Noisy,One player's frame missing
11137,"0.3538358093015, 0.709809254263",Noisy,One player's frame missing
11138,"0.35501306473600003, 0.710392801376",Noisy,One player's frame missing
11139,"0.3599318318455, 0.7142595949555",Noisy,One player's frame missing
11140,"0.359240404808, 0.718916452194",Noisy,One player's frame missing
11141,"0.359250544684, 0.7186344087725001",Noisy,One player's frame missing
11142,"0.36071461085150003, 0.7232854633495001",Noisy,One player's frame missing
11143,"0.345684829877, 0.781363470944",Noisy,One player's frame missing
11144,"0.338458696782, 0.8052351736325001",Noisy,One player's frame missing
11145,"0.322252248671, 0.752630326403",Noisy,One player's frame missing
11146,"0.3177707259285, 0.731654696412",Noisy,One player's frame missing
11147,"0.312460332197, 0.726209430402",Noisy,One player's frame missing
11148,"0.3231981594115, 0.7117658250284999",Noisy,One player's frame missing
11149,"0.3299300144555, 0.708509772261",Noisy,One player's frame missing
11150,"0.34551248157400005, 0.7165120259255",Noisy,One player's frame missing
11151,"0.351241598114, 0.7236939168005",Noisy,One player's frame missing
11152,"0.3459736605225, 0.7127198586079999",Noisy,One player's frame missing
11153,"0.34286943919199997, 0.700283030829",Noisy,One player's frame missing
11154,"0.3410932787615, 0.69200376326",Noisy,One player's frame missing
11155,"0.340704320664, 0.700325276655",Noisy,One player's frame missing
11156,"0.34200312787700005, 0.697277515161",Noisy,One player's frame missing
11157,"0.3554754407705, 0.7199047795395",Noisy,One player's frame missing
11158,"0.3500634041095, 0.7166286238205",Noisy,One player's frame missing
11159,"0.3485872903545, 0.7106228823695",Noisy,One player's frame missing
11160,"0.34797138395, 0.7034400558345",Noisy,One player's frame missing
11161,"0.3494531949665, 0.6985556523059999",Noisy,One player's frame missing
11162,"0.349940447973, 0.701262468363",Noisy,One player's frame missing
11163,"0.33272257413649997, 0.714330411501",Noisy,One player's frame missing
11164,"0.3256806593205, 0.7232663554885",Noisy,One player's frame missing
11165,"0.3223164162015, 0.7257021365615",Noisy,One player's frame missing
11166,"0.3191519626335, 0.7270767230515001",Noisy,One player's frame missing
11167,"0.319451704533, 0.721049326334",Noisy,One player's frame missing
11168,"0.3205551443426667, 0.7268618253683332",Noisy,One player's frame missing
11169,"0.32100992803100004, 0.726492201855",Noisy,One player's frame missing
11170,"0.322009662947, 0.7272408529729999",Noisy,One player's frame missing
11171,"0.3362849061665, 0.7139828901405",Noisy,One player's frame missing
11172,"0.34467251610699995, 0.707985743302",Noisy,One player's frame missing
11173,"0.34966015180300003, 0.6992102368883333",Noisy,One player's frame missing
11174,"0.351380629367, 0.6990445413175",Noisy,One player's frame missing
11175,"0.352111748453, 0.6945516507935",Noisy,One player's frame missing
11176,"0.35268084245, 0.6961805817950001",Off-surface,One player's frame missing
11177,"0.355782114409, 0.696380894068",Missing,One player's frame missing
11178,"0.35569507070733336, 0.6942747513536668",Missing,One player's frame missing
11179,"0.35368610706500003, 0.6968364921435",Missing,One player's frame missing
11180,"0.352466657041, 0.68655156509",Missing,One player's frame missing
11181,"0.3538584771965, 0.6886720377745",Missing,One player's frame missing
11182,"0.354805357991, 0.688819992962",Missing,One player's frame missing
11183,"0.369073308248, 0.6995605990295",Missing,One player's frame missing
11184,"0.37570282211800005, 0.6985440349543334",Missing,One player's frame missing
11185,"0.377199915048, 0.70598086206",Missing,One player's frame missing
11186,"0.37871382100749995, 0.699200987652",Missing,One player's frame missing
11187,"0.38379343200599997, 0.702887711558",Missing,One player's frame missing
11188,"0.3677970118693333, 0.7487032142643333",Missing,One player's frame missing
11189,"0.37714704117799996, 0.725393315494",Missing,One player's frame missing
11190,Missing,Missing,Both player's frame missing
11191,"0.38894243912333337, 0.7003431398743333",Missing,One player's frame missing
11192,"0.389175632311, 0.7018727854819999",Missing,One player's frame missing
11193,"0.392111391053, 0.697071213334",Missing,One player's frame missing
11194,"0.37987767964200003, 0.6805118145410001",Missing,One player's frame missing
11195,"0.37542069783, 0.6716330462875",Missing,One player's frame missing
11196,"0.3738000541505, 0.6654546410625",Missing,One player's frame missing
11197,"0.37351320390299997, 0.663246151018",Missing,One player's frame missing
11198,"0.3722807175245, 0.663003567978",Missing,One player's frame missing
11199,"0.372711308349, 0.6578327754105",Noisy,One player's frame missing
11200,"0.3731411694866667, 0.6601159898683333",Noisy,One player's frame missing
11201,"0.37359713641799996, 0.662668065651",Off-surface,One player's frame missing
11202,"0.37526234706699996, 0.6575346236140001",Off-surface,One player's frame missing
11203,"0.3755531422545, 0.6575858249294999",Off-surface,One player's frame missing
11204,"0.37283270091349996, 0.6604677073630001",Off-surface,One player's frame missing
11205,"0.37280452843033335, 0.6612892745696666",Off-surface,One player's frame missing
11206,"0.374381175349, 0.661627733329",Off-surface,One player's frame missing
11207,"0.38629951647200006, 0.6741890069040001",Off-surface,One player's frame missing
11208,"0.3810237797435, 0.667260755181",Off-surface,One player's frame missing
11209,"0.3793642203475, 0.6653749159885001",Off-surface,One player's frame missing
11210,"0.37393598645633336, 0.6660551951903333",Off-surface,One player's frame missing
11211,"0.3681736134135, 0.654305835182",Off-surface,One player's frame missing
11212,"0.367412371408, 0.654800168309",Off-surface,One player's frame missing
11213,"0.3766065651825, 0.6728640583465",Off-surface,One player's frame missing
11214,"0.3828167436465, 0.683681039615",Off-surface,One player's frame missing
11215,"0.38392071879166667, 0.6831647744406667",Off-surface,One player's frame missing
11216,"0.387893585023, 0.6844829972990001",Off-surface,One player's frame missing
11217,"0.39011878649400006, 0.68431968015",Off-surface,One player's frame missing
11218,"0.38701651300900003, 0.687447843156",Off-surface,One player's frame missing
11219,"0.3886808664745, 0.6808296658005","0.00162832472677, 0.191200123378",0.6241368110328416
11220,"0.386296415342, 0.680440963068",Noisy,One player's frame missing
11221,"0.38536129085, 0.6910714033923333",Noisy,One player's frame missing
11222,"0.387352931196, 0.6969562673190001",Noisy,One player's frame missing
11223,"0.38711644205449997, 0.6975179872874999",Noisy,One player's frame missing
11224,"0.3881167262635, 0.6942564687570001",Noisy,One player's frame missing
11225,"0.38857820404550003, 0.6987895159065",Noisy,One player's frame missing
11226,"0.38730877587333334, 0.6974433835153334",Noisy,One player's frame missing
11227,"0.38949103830799997, 0.692079396024",Noisy,One player's frame missing
11228,"0.388579628722, 0.6936953986705",Noisy,One player's frame missing
11229,"0.3986812783275, 0.6994131010485",Noisy,One player's frame missing
11230,"0.3972110972865, 0.69457467094",Noisy,One player's frame missing
11231,"0.39752634573133333, 0.6969634063466668",Noisy,One player's frame missing
11232,"0.396649694115, 0.6891974712369999",Noisy,One player's frame missing
11233,"0.39867241646199997, 0.6916161381520001",Noisy,One player's frame missing
11234,"0.397930261606, 0.6992393950755",Noisy,One player's frame missing
11235,"0.3981941119225, 0.6970783952149999",Missing,One player's frame missing
11236,"0.395977941018, 0.691044277387",Missing,One player's frame missing
11237,"0.39404265369, 0.6949285877385001",Missing,One player's frame missing
11238,"0.39511865299349996, 0.6977734609265",Missing,One player's frame missing
11239,"0.396291200244, 0.7017346695644999",Missing,One player's frame missing
11240,"0.39407884407750005, 0.6978433098824999",Missing,One player's frame missing
11241,"0.394472276854, 0.6975754748445",Missing,One player's frame missing
11242,"0.3981629914725, 0.69640290237",Noisy,One player's frame missing
11243,"0.3963973625185, 0.7027403269835",Noisy,One player's frame missing
11244,"0.3942724787225, 0.704112149724",Noisy,One player's frame missing
11245,"0.393488555969, 0.7001662345024999",Noisy,One player's frame missing
11246,"0.393731252247, 0.697865570466",Noisy,One player's frame missing
11247,"0.392318940346, 0.6954846409544999",Noisy,One player's frame missing
11248,"0.384783553682, 0.6804158625065",Noisy,One player's frame missing
11249,"0.378588838551, 0.6742270074045",Noisy,One player's frame missing
11250,"0.375381545845, 0.6738696444445",Noisy,One player's frame missing
11251,"0.37556403138249994, 0.66906522102",Noisy,One player's frame missing
11252,"0.37543927980700004, 0.67043167629",Noisy,One player's frame missing
11253,"0.3749495007265, 0.6635026848625001",Noisy,One player's frame missing
11254,"0.3745640181355, 0.6713716705065",Noisy,One player's frame missing
11255,"0.3736107741225, 0.670177115415",Noisy,One player's frame missing
11256,"0.3743988248975, 0.669513234739",Noisy,One player's frame missing
11257,"0.37628311221949995, 0.6661753656445",Noisy,One player's frame missing
11258,"0.38721319670349996, 0.688466716217",Noisy,One player's frame missing
11259,"0.38001236375150005, 0.687183713067",Noisy,One player's frame missing
11260,"0.37473560346, 0.6848957589219999",Noisy,One player's frame missing
11261,"0.37300680918249995, 0.6872180787275",Noisy,One player's frame missing
11262,"0.37222902716899997, 0.68699053955",Missing,One player's frame missing
11263,"0.370364380213, 0.6952975218349999",Missing,One player's frame missing
11264,"0.368923987222, 0.694824350897",Missing,One player's frame missing
11265,"0.37730632167300004, 0.7225941598280001",Missing,One player's frame missing
11266,"0.37661043318, 0.7405079489945001",Missing,One player's frame missing
11267,"0.37993264097900004, 0.743861732885",Missing,One player's frame missing
11268,"0.375673770306, 0.7455063964709999",Missing,One player's frame missing
11269,"0.379170303768, 0.7524731291435",Missing,One player's frame missing
11270,"0.363910029026, 0.801421927202",Missing,One player's frame missing
11271,"0.3507008990495, 0.8326714367645001",Missing,One player's frame missing
11272,"0.3525699741105, 0.857341419773",Missing,One player's frame missing
11273,"0.342320288225, 0.845443537957",Missing,One player's frame missing
11274,"0.3415281408185, 0.8522344027585",Missing,One player's frame missing
11275,"0.34235806255949996, 0.8667198388945",Missing,One player's frame missing
11276,"0.3277218545135, 0.8031701583395001",Missing,One player's frame missing
11277,"0.322679563466, 0.7741436721635",Missing,One player's frame missing
11278,"0.31862639556149996, 0.7591589800245",Missing,One player's frame missing
11279,"0.316169620489, 0.7529104780625",Noisy,One player's frame missing
11280,"0.3170522709365, 0.7457690487345",Noisy,One player's frame missing
11281,"0.33476714148200004, 0.7308035339065",Noisy,One player's frame missing
11282,"0.3416057776205, 0.724450381633",Noisy,One player's frame missing
11283,"0.3457631700775, 0.7230322158015",Noisy,One player's frame missing
11284,"0.3624745163345, 0.734119631627",Noisy,One player's frame missing
11285,"0.36898542546199997, 0.73977546109",Noisy,One player's frame missing
11286,"0.3740125323285, 0.7439681776539999",Noisy,One player's frame missing
11287,"0.37249291045300004, 0.7387239456920001",Noisy,One player's frame missing
11288,"0.377004230745, 0.739709752416",Noisy,One player's frame missing
11289,"0.3771095158185, 0.7408313767875001",Noisy,One player's frame missing
11290,"0.379204324653, 0.739720823389",Noisy,One player's frame missing
11291,"0.3780044612905, 0.7374747581315",Noisy,One player's frame missing
11292,"0.3760573406265, 0.7418344647535",Noisy,One player's frame missing
11293,"0.379327116598, 0.741675280565",Noisy,One player's frame missing
11294,"0.38402792157050003, 0.743936833113",Noisy,One player's frame missing
11295,"0.37196035998849997, 0.8139000478885",Noisy,One player's frame missing
11296,"0.382745778817, 0.7772153491305",Noisy,One player's frame missing
11297,"0.38499574315699997, 0.7663302179785",Noisy,One player's frame missing
11298,"0.3865072207775, 0.75021028795",Noisy,One player's frame missing
11299,"0.37368089260900006, 0.7325435804715",Noisy,One player's frame missing
11300,"0.371582562616, 0.7157181665550001",Noisy,One player's frame missing
