Frame Number,bubblegum,mumbathon,gaze-distance_bubblegum_mumbathon
2955,"0.3640303622795, 0.6182714434100001",Off-surface,One player's frame missing
2956,"0.36297057538500005, 0.6159709130250001",Off-surface,One player's frame missing
2957,"0.3488244461105, 0.6281078302734999",Off-surface,One player's frame missing
2958,"0.34340678964899995, 0.6337320435875",Noisy,One player's frame missing
2959,"0.3401227465123333, 0.634637865099",Noisy,One player's frame missing
2960,"0.336422919428, 0.6374329745439999",Off-surface,One player's frame missing
2961,"0.33458233674800003, 0.641173397731",Off-surface,One player's frame missing
2962,"0.3345240824125, 0.6400611485445",Off-surface,One player's frame missing
2963,"0.3354550066855, 0.6389678067015001",Off-surface,One player's frame missing
2964,Off-surface,Off-surface,Both player's frame missing
2965,Off-surface,Off-surface,Both player's frame missing
2966,Off-surface,Off-surface,Both player's frame missing
2967,Off-surface,Off-surface,Both player's frame missing
2968,Off-surface,Off-surface,Both player's frame missing
2969,Off-surface,Off-surface,Both player's frame missing
2970,Off-surface,Off-surface,Both player's frame missing
2971,Off-surface,Off-surface,Both player's frame missing
2972,Off-surface,Off-surface,Both player's frame missing
2973,Off-surface,Off-surface,Both player's frame missing
2974,Off-surface,Off-surface,Both player's frame missing
2975,Off-surface,Off-surface,Both player's frame missing
2976,Off-surface,Off-surface,Both player's frame missing
2977,Off-surface,Off-surface,Both player's frame missing
2978,"0.3346515593275, 0.642880139447",Off-surface,One player's frame missing
2979,"0.3495921743093333, 0.6261341042143332",Off-surface,One player's frame missing
2980,"0.35665790458999996, 0.620587784551",Off-surface,One player's frame missing
2981,"0.36176203053149997, 0.6147210386615",Off-surface,One player's frame missing
2982,"0.3624916096455, 0.6144521989825",Off-surface,One player's frame missing
2983,"0.3634956800225, 0.6140065798275001",Off-surface,One player's frame missing
2984,"0.34953274658033334, 0.6245254766293334",Off-surface,One player's frame missing
2985,"0.344744154137, 0.631000959981",Off-surface,One player's frame missing
2986,"0.3420898665255, 0.6319700795475001",Off-surface,One player's frame missing
2987,"0.3553328528805, 0.6216722663835",Off-surface,One player's frame missing
2988,"0.3590862033075001, 0.6211487327005",Off-surface,One player's frame missing
2989,"0.3608477576173334, 0.6201166235313333",Off-surface,One player's frame missing
2990,"0.363699247201, 0.616380634546",Off-surface,One player's frame missing
2991,"0.3640364150905, 0.615325880374",Off-surface,One player's frame missing
2992,"0.35204142227, 0.6275560520135",Off-surface,One player's frame missing
2993,"0.344400527114, 0.6352951972159999",Noisy,One player's frame missing
2994,"0.348226967313, 0.641463717497",Off-surface,One player's frame missing
2995,"0.347717885691, 0.6426376142035",Noisy,One player's frame missing
2996,"0.352504731691, 0.6870470682530001",Off-surface,One player's frame missing
2997,"0.355291081971, 0.7116548508859999",Off-surface,One player's frame missing
2998,"0.3591290248965, 0.7167648337404999",Off-surface,One player's frame missing
2999,"0.36624584455099995, 0.6819704380570001",Off-surface,One player's frame missing
3000,Noisy,Off-surface,Both player's frame missing
3001,"0.36799504565749996, 0.670181319736",Off-surface,One player's frame missing
3002,"0.370541165143, 0.6602987352125",Off-surface,One player's frame missing
3003,"0.373667009602, 0.6411257473875001",Off-surface,One player's frame missing
3004,"0.37473931494799995, 0.6321097857105",Off-surface,One player's frame missing
3005,"0.37459912688700003, 0.627409715607",Off-surface,One player's frame missing
3006,"0.376193803661, 0.626495911426",Off-surface,One player's frame missing
3007,"0.376823662718, 0.622602588819",Off-surface,One player's frame missing
3008,"0.3641685842405, 0.679092593128",Off-surface,One player's frame missing
3009,"0.3597090205115, 0.705206797102",Off-surface,One player's frame missing
3010,"0.3684337899165, 0.664748458125",Off-surface,One player's frame missing
3011,"0.374728945105, 0.6385750249685",Off-surface,One player's frame missing
3012,"0.3763498041675001, 0.6340063562005",Off-surface,One player's frame missing
3013,"0.359493381249, 0.6449248176789999",Off-surface,One player's frame missing
3014,"0.35353482054850005, 0.6477347336245001",Off-surface,One player's frame missing
3015,"0.3506630841225, 0.6508155537329999",Off-surface,One player's frame missing
3016,"0.3525395233625, 0.6474840532295",Off-surface,One player's frame missing
3017,"0.351849135146, 0.6456277794205",Off-surface,One player's frame missing
3018,"0.35266691574, 0.690861566004",Off-surface,One player's frame missing
3019,"0.35058491942650005, 0.669499528266",Off-surface,One player's frame missing
3020,"0.35236875133150003, 0.6599285087119999",Off-surface,One player's frame missing
3021,"0.36626271829199997, 0.6370766597315001",Off-surface,One player's frame missing
3022,"0.37384865299650005, 0.6281418700275",Off-surface,One player's frame missing
3023,"0.377104786047, 0.6224782842905001",Off-surface,One player's frame missing
3024,"0.3764481998615, 0.644339187935",Off-surface,One player's frame missing
3025,"0.3779216714525, 0.6293023879215001",Off-surface,One player's frame missing
3026,"0.363299239645, 0.6387504386780001",Off-surface,One player's frame missing
3027,"0.357073972748, 0.642399704173",Off-surface,One player's frame missing
3028,Missing,Off-surface,Both player's frame missing
3029,"0.3543730511405, 0.6452658003459999",Off-surface,One player's frame missing
3030,"0.3528267604355, 0.648958412274",Off-surface,One player's frame missing
3031,"0.352842565728, 0.6420760328915",Off-surface,One player's frame missing
3032,"0.3520134814305, 0.6443963593475",Off-surface,One player's frame missing
3033,"0.352314942162, 0.6453754292645",Off-surface,One player's frame missing
3034,"0.3587672112245, 0.6388832771620001",Off-surface,One player's frame missing
3035,"0.371162540641, 0.627657472241",Off-surface,One player's frame missing
3036,"0.4057509130145, 0.654376335094",Off-surface,One player's frame missing
3037,"0.40060542631999996, 0.677871356357",Noisy,One player's frame missing
3038,"0.389727912255, 0.6713450601015",Off-surface,One player's frame missing
3039,"0.37997930811300007, 0.669856044471",Off-surface,One player's frame missing
3040,"0.37349896309749997, 0.6670531691925",Off-surface,One player's frame missing
3041,"0.3844543559225, 0.6489832086189999",Off-surface,One player's frame missing
3042,"0.3749904712815, 0.650143076317",Off-surface,One player's frame missing
3043,"0.36515147086099997, 0.6563492495665",Off-surface,One player's frame missing
3044,"0.3710730768375, 0.6869391066745001",Off-surface,One player's frame missing
3045,"0.37371527804000004, 0.709244226178",Off-surface,One player's frame missing
3046,"0.36905743522400003, 0.7249824683105",Off-surface,One player's frame missing
3047,"0.3656689091195, 0.7296520612875",Off-surface,One player's frame missing
3048,"0.3683866361585, 0.732316258182",Off-surface,One player's frame missing
3049,"0.373891303104, 0.6848112133290001",Off-surface,One player's frame missing
3050,"0.3736867966985, 0.6588280435325",Off-surface,One player's frame missing
3051,"0.37757668134, 0.643805897166",Off-surface,One player's frame missing
3052,"0.37872216423349997, 0.633827558043",Noisy,One player's frame missing
3053,"0.3619387666325, 0.6485494336825",Noisy,One player's frame missing
3054,Noisy,Off-surface,Both player's frame missing
3055,"0.35279099281750004, 0.6557694227690001",Off-surface,One player's frame missing
3056,"0.36518729042299997, 0.642308833965",Off-surface,One player's frame missing
3057,"0.372491734637, 0.6370253960365",Off-surface,One player's frame missing
3058,"0.375766803537, 0.6349441142995",Off-surface,One player's frame missing
3059,"0.378357831763, 0.632735684739",Off-surface,One player's frame missing
3060,"0.379132177115, 0.6321145771410001",Off-surface,One player's frame missing
3061,"0.3803424905065, 0.6339381215419999",Off-surface,One player's frame missing
3062,"0.37763547937499997, 0.6529591383665",Off-surface,One player's frame missing
3063,"0.3758092771375, 0.6635577953775",Off-surface,One player's frame missing
3064,"0.375432871675, 0.6649201254404999",Off-surface,One player's frame missing
3065,"0.37693351127600006, 0.6507699871345001",Off-surface,One player's frame missing
3066,"0.3788832474465, 0.6421825122615",Off-surface,One player's frame missing
3067,"0.378455384277, 0.6387417791100001",Off-surface,One player's frame missing
3068,"0.37918794168650005, 0.63709831608",Off-surface,One player's frame missing
3069,"0.364569227052, 0.6477792831325",Off-surface,One player's frame missing
3070,"0.35605462091449996, 0.6576129167715",Off-surface,One player's frame missing
3071,"0.350859700348, 0.6617241999950001",Off-surface,One player's frame missing
3072,"0.3509752128375, 0.6621043491984999",Off-surface,One player's frame missing
3073,"0.3496207972495, 0.6624907018875",Off-surface,One player's frame missing
3074,"0.36436690343699996, 0.6489756314395",Off-surface,One player's frame missing
3075,"0.372627317432, 0.6404073791605001",Off-surface,One player's frame missing
3076,"0.3765860080205, 0.6398712596905",Off-surface,One player's frame missing
3077,"0.377883020964, 0.640384174036",Off-surface,One player's frame missing
3078,"0.3794890074085, 0.6366557457795",Off-surface,One player's frame missing
3079,"0.3792170666405, 0.637531245115",Off-surface,One player's frame missing
3080,"0.363030806942, 0.651080292444",Off-surface,One player's frame missing
3081,"0.3722849019315, 0.6444038593945",Off-surface,One player's frame missing
3082,"0.375350479634, 0.6399010752895",Off-surface,One player's frame missing
3083,"0.3783246097585, 0.6354548945005001",Off-surface,One player's frame missing
3084,"0.378516196699, 0.6356208160979999",Off-surface,One player's frame missing
3085,"0.37842543153249997, 0.636165495053",Off-surface,One player's frame missing
3086,"0.363872571855, 0.6444497338990001",Off-surface,One player's frame missing
3087,"0.35535525103800003, 0.6511400700485",Off-surface,One player's frame missing
3088,"0.3509564692335, 0.657660561845",Off-surface,One player's frame missing
3089,"0.350941065723, 0.6552509787355001",Off-surface,One player's frame missing
3090,Noisy,Off-surface,Both player's frame missing
3091,Missing,Off-surface,Both player's frame missing
3092,"0.35289612024949996, 0.6504605903995",Off-surface,One player's frame missing
3093,"0.3505982778475001, 0.6555558666679999",Off-surface,One player's frame missing
3094,"0.34981124616000003, 0.6531085032085",Off-surface,One player's frame missing
3095,"0.3514354199925, 0.653106918639",Off-surface,One player's frame missing
3096,"0.36459005957400004, 0.640350390629",Off-surface,One player's frame missing
3097,"0.370817267291, 0.633175627399",Off-surface,One player's frame missing
3098,"0.37470575019200003, 0.624959444392",Off-surface,One player's frame missing
3099,"0.3825305899495, 0.6240680573995001",Off-surface,One player's frame missing
3100,"0.392536370013, 0.6245982980899999",Off-surface,One player's frame missing
3101,"0.37012671539725006, 0.638862025412",Off-surface,One player's frame missing
3102,"0.35994774961349996, 0.6452751912175",Off-surface,One player's frame missing
3103,"0.35637132203750005, 0.6492165185245",Off-surface,One player's frame missing
3104,"0.35482766103600005, 0.652697654254",Off-surface,One player's frame missing
3105,"0.3542062057353333, 0.6506269264966668",Off-surface,One player's frame missing
3106,"0.3535081314905, 0.650158892075",Off-surface,One player's frame missing
3107,"0.35340900501, 0.650349837865",Off-surface,One player's frame missing
3108,"0.35426784273, 0.6487585321125",Off-surface,One player's frame missing
3109,"0.35718710554399996, 0.647055302762",Off-surface,One player's frame missing
3110,"0.35880731110799996, 0.642896133945",Off-surface,One player's frame missing
3111,"0.36044073558, 0.6383648497465",Off-surface,One player's frame missing
3112,"0.35929992791950005, 0.6400216985375",Off-surface,One player's frame missing
3113,"0.367940869523, 0.6817002254",Off-surface,One player's frame missing
3114,"0.36482256018700004, 0.7117923279809999",Off-surface,One player's frame missing
3115,"0.36661818701233334, 0.7284069329893333",Off-surface,One player's frame missing
3116,"0.36654276225249993, 0.726604963714",Off-surface,One player's frame missing
3117,"0.3688895847015, 0.7184387745045",Off-surface,One player's frame missing
3118,"0.3705549207295, 0.7224225764609999",Off-surface,One player's frame missing
3119,"0.374267497554, 0.730570517481",Off-surface,One player's frame missing
3120,"0.374621133928, 0.7313433039255",Off-surface,One player's frame missing
3121,"0.375364751117, 0.7314466016960001",Off-surface,One player's frame missing
3122,"0.37740869383099995, 0.7137956676835",Off-surface,One player's frame missing
3123,"0.37346459858299996, 0.6605076006814999",Off-surface,One player's frame missing
3124,"0.372657512741, 0.635840338984",Off-surface,One player's frame missing
3125,"0.376208653735, 0.622317110829",Off-surface,One player's frame missing
3126,"0.37413554504400004, 0.6163136258446666",Off-surface,One player's frame missing
3127,"0.37323481743349995, 0.612718169101",Off-surface,One player's frame missing
3128,"0.373966919177, 0.6105774954434999",Off-surface,One player's frame missing
3129,"0.378162355838, 0.603506305457",Off-surface,One player's frame missing
3130,"0.3781654124925, 0.606018450476",Off-surface,One player's frame missing
3131,"0.3767873424066667, 0.6066265830926667",Off-surface,One player's frame missing
3132,"0.379041718904, 0.6031313358999999",Off-surface,One player's frame missing
3133,"0.37952442119499996, 0.6043411366814999",Off-surface,One player's frame missing
3134,"0.391501463485, 0.643982315651",Noisy,One player's frame missing
3135,"0.39507726344649996, 0.66974293181",Off-surface,One player's frame missing
3136,"0.401007070865, 0.6793460586475",Off-surface,One player's frame missing
3137,"0.3983352428, 0.6912723659806668",Off-surface,One player's frame missing
3138,"0.40005723597849996, 0.692495493982",Off-surface,One player's frame missing
3139,"0.421686075743, 0.64561631727",Off-surface,One player's frame missing
3140,"0.4301107596715, 0.6227894173035",Off-surface,One player's frame missing
3141,"0.436555450134, 0.608974943291",Off-surface,One player's frame missing
3142,"0.4401082839423333, 0.6054790178416667",Off-surface,One player's frame missing
3143,"0.4337302205965, 0.5881630308885",Off-surface,One player's frame missing
3144,"0.43123665803800004, 0.582504651212",Off-surface,One player's frame missing
3145,Noisy,Off-surface,Both player's frame missing
3146,Noisy,Off-surface,Both player's frame missing
3147,"0.42916530460300006, 0.5822590823725",Off-surface,One player's frame missing
3148,Noisy,Off-surface,Both player's frame missing
3149,"0.43635262329299995, 0.592688378898",Off-surface,One player's frame missing
3150,"0.438668760379, 0.5971609662139999",Off-surface,One player's frame missing
3151,"0.4404194684155, 0.6036220908579999",Off-surface,One player's frame missing
3152,"0.44205490907399997, 0.605575931188",Off-surface,One player's frame missing
3153,"0.442972789116, 0.6100577369210001",Off-surface,One player's frame missing
3154,"0.443408764029, 0.6091886494100001",Off-surface,One player's frame missing
3155,"0.441277673259, 0.6105074047389999",Off-surface,One player's frame missing
3156,"0.44251576083099997, 0.6149074712889999",Off-surface,One player's frame missing
3157,"0.44290878753799995, 0.614158957489",Off-surface,One player's frame missing
3158,"0.440353312359, 0.614275286979",Off-surface,One player's frame missing
3159,"0.440944114896, 0.6210999999595",Off-surface,One player's frame missing
3160,"0.440964698548, 0.6181628465660001",Off-surface,One player's frame missing
3161,"0.43965113027700004, 0.618796324986",Off-surface,One player's frame missing
3162,"0.432109317804, 0.597202019029",Off-surface,One player's frame missing
3163,"0.4296884165015, 0.5883601246335001",Off-surface,One player's frame missing
3164,"0.4277146832405, 0.590195312027",Off-surface,One player's frame missing
3165,"0.42469684900000004, 0.5917900375159999",Off-surface,One player's frame missing
3166,"0.4223325703353333, 0.5944238847703334",Missing,One player's frame missing
3167,"0.42307701725, 0.5938455899499999",Off-surface,One player's frame missing
3168,"0.4201508151155, 0.5980284232055",Off-surface,One player's frame missing
3169,"0.4269805322615, 0.6112345080665",Off-surface,One player's frame missing
3170,"0.4318216111775, 0.623021689617",Off-surface,One player's frame missing
3171,"0.44120685961500006, 0.6294258116853334",Off-surface,One player's frame missing
3172,"0.44210776371699995, 0.633421443474",Off-surface,One player's frame missing
3173,"0.44094340885600003, 0.6393849196470001",Off-surface,One player's frame missing
3174,"0.4404629602195, 0.6365021902900001",Off-surface,One player's frame missing
3175,"0.43311341779199997, 0.618768126602",Off-surface,One player's frame missing
3176,"0.42862720122500003, 0.6140586482265",Off-surface,One player's frame missing
3177,"0.42739208670600004, 0.605448725412",Off-surface,One player's frame missing
3178,"0.423987518464, 0.605554626142",Off-surface,One player's frame missing
3179,"0.425416460414, 0.603649077348",Off-surface,One player's frame missing
3180,"0.42480972792250005, 0.6024469877665",Off-surface,One player's frame missing
3181,"0.4248054047985, 0.602296001307",Off-surface,One player's frame missing
3182,"0.4263749018635, 0.5943637374785",Off-surface,One player's frame missing
3183,"0.4351884415645, 0.614508893561",Off-surface,One player's frame missing
3184,"0.439122445089, 0.6209240604735",Off-surface,One player's frame missing
3185,"0.44017246143100003, 0.620600573392",Off-surface,One player's frame missing
3186,"0.4347233803705, 0.602170988119",Off-surface,One player's frame missing
3187,"0.431014804633, 0.5930662013670001",Off-surface,One player's frame missing
3188,"0.4363609200295, 0.6036596831385",Off-surface,One player's frame missing
3189,"0.43269032861, 0.5895969786455",Off-surface,One player's frame missing
3190,"0.4305687728255, 0.5840505130105",Off-surface,One player's frame missing
3191,Missing,Off-surface,Both player's frame missing
3192,"0.43143643069050003, 0.5766734531169999",Off-surface,One player's frame missing
3193,"0.42920574791550004, 0.5725577047420001",Off-surface,One player's frame missing
3194,"0.42939983650149993, 0.5716634698165",Off-surface,One player's frame missing
3195,"0.41108570363249997, 0.581975370804",Off-surface,One player's frame missing
3196,"0.40571913428899997, 0.5823181370515",Off-surface,One player's frame missing
3197,"0.4030094816875, 0.5944456968135",Off-surface,One player's frame missing
3198,"0.3999713655075, 0.596126014894",Off-surface,One player's frame missing
3199,"0.400590595519, 0.5941639138915",Off-surface,One player's frame missing
3200,"0.399581010682, 0.5951199306715",Off-surface,One player's frame missing
3201,"0.406020331577, 0.6393712033579999",Off-surface,One player's frame missing
3202,"0.4045703658095, 0.6729377666210001",Off-surface,One player's frame missing
3203,"0.4061782316685, 0.688453855644",Off-surface,One player's frame missing
3204,"0.40698998149599996, 0.6742212742435",Off-surface,One player's frame missing
3205,"0.406040930831, 0.673502387082",Off-surface,One player's frame missing
3206,"0.4076332735, 0.669402170121",Off-surface,One player's frame missing
3207,"0.403732837365, 0.633136996602",Off-surface,One player's frame missing
3208,"0.40122667331749995, 0.6166264866295",Off-surface,One player's frame missing
3209,"0.396311788882, 0.610940159537",Off-surface,One player's frame missing
3210,"0.394564772128, 0.6068316741395",Off-surface,One player's frame missing
3211,"0.3950088981475, 0.606002565811",Off-surface,One player's frame missing
3212,"0.3948678956425, 0.602493590541",Off-surface,One player's frame missing
3213,"0.3924180126075, 0.6023923986615001",Off-surface,One player's frame missing
3214,"0.393341000579, 0.5997368048214999",Off-surface,One player's frame missing
3215,"0.392713657912, 0.5993416387875",Off-surface,One player's frame missing
3216,"0.3912226827195, 0.6026081844994999",Off-surface,One player's frame missing
3217,"0.3881596423435, 0.6045967674585",Off-surface,One player's frame missing
3218,"0.3879785212055, 0.6053613175929999",Off-surface,One player's frame missing
3219,"0.38630389601000004, 0.6083483403329999",Off-surface,One player's frame missing
3220,"0.395344123065, 0.6447126106545",Off-surface,One player's frame missing
3221,"0.397084729915, 0.6675030881105",Off-surface,One player's frame missing
3222,"0.392067267115, 0.6393108240275001",Off-surface,One player's frame missing
3223,"0.391882626373, 0.6216981791035",Off-surface,One player's frame missing
3224,"0.408517874221, 0.601777982025",Off-surface,One player's frame missing
3225,"0.417254528996, 0.5900517101139999",Off-surface,One player's frame missing
3226,"0.421503326969, 0.5815113813235",Off-surface,One player's frame missing
3227,"0.4236673628865, 0.5802638563465","0.2618915086125, 0.9262057423385001",0.3818994835159959
3228,"0.4239228172885, 0.5796317715025",Off-surface,One player's frame missing
3229,"0.42319335673799996, 0.5845838049984999","0.24344242970450003, 0.875695837616",0.3421353698524826
3230,"0.42300593884750004, 0.581696350566",Off-surface,One player's frame missing
3231,"0.4233685470575, 0.5818285230405","0.23892871053000003, 0.8530500033849999",0.32799259854233426
3232,"0.423056465007, 0.5819897292425","0.17944188092500002, 0.8317360624845",0.348885792982847
3233,"0.42434901130799996, 0.5827071391009999","0.15645695547150001, 0.802873623035",0.34675558283633545
3234,"0.4235743070405, 0.5824521796635","0.15729159259, 0.839961999635",0.37042919889889997
3235,"0.41905323930349997, 0.6003828056405001",Off-surface,One player's frame missing
3236,"0.41942644518850003, 0.590837143357","0.145729616651, 0.8367223773776665",0.36792594670787165
3237,"0.4024754694585, 0.6035346122884999",Off-surface,One player's frame missing
3238,"0.39468161527650003, 0.611409916063",Off-surface,One player's frame missing
3239,"0.3905471450645, 0.6105395012615",Off-surface,One player's frame missing
3240,"0.39111585898, 0.610184229397",Off-surface,One player's frame missing
3241,"0.4071937183605, 0.5976302845085",Off-surface,One player's frame missing
3242,"0.4149409851315, 0.5906130183280001",Off-surface,One player's frame missing
3243,"0.4196436914445, 0.584853141306",Off-surface,One player's frame missing
3244,"0.4224233314455, 0.5849660733490001",Off-surface,One player's frame missing
3245,"0.42341929039799997, 0.5848970018255",Off-surface,One player's frame missing
3246,"0.43140742119, 0.605829888827",Off-surface,One player's frame missing
3247,"0.435260309779, 0.6119293832045",Off-surface,One player's frame missing
3248,"0.43601870892600003, 0.61942510459",Off-surface,One player's frame missing
3249,"0.43618238353850003, 0.619455033991",Off-surface,One player's frame missing
3250,"0.4360949930955, 0.618260322314",Off-surface,One player's frame missing
3251,"0.43611269072400005, 0.624151481275",Off-surface,One player's frame missing
3252,"0.43681088001449997, 0.6241195415209999",Missing,One player's frame missing
3253,"0.43618293755500004, 0.6192260675465",Off-surface,One player's frame missing
3254,"0.427434553277, 0.6016108260244999",Off-surface,One player's frame missing
3255,"0.423168686476, 0.5929732026365",Off-surface,One player's frame missing
3256,"0.4216578251065, 0.5873895252195",Off-surface,One player's frame missing
3257,"0.4221558846325, 0.585335054605",Off-surface,One player's frame missing
3258,"0.420083442865, 0.583016554982",Off-surface,One player's frame missing
3259,"0.42061215575800004, 0.5788084251585",Off-surface,One player's frame missing
3260,"0.426649158014, 0.59984852254",Off-surface,One player's frame missing
3261,"0.43149280654399996, 0.6027084047925",Off-surface,One player's frame missing
3262,"0.43544241444, 0.6048128322765001",Off-surface,One player's frame missing
3263,"0.42700971827949996, 0.599448362024",Off-surface,One player's frame missing
3264,"0.423951695148, 0.5927548388205",Off-surface,One player's frame missing
3265,"0.421719380688, 0.593600383134",Off-surface,One player's frame missing
3266,"0.41991750425249996, 0.5947317192665",Off-surface,One player's frame missing
3267,"0.4183270977045, 0.5937279692924999",Off-surface,One player's frame missing
3268,"0.41945187716550003, 0.5911868132455",Off-surface,One player's frame missing
3269,"0.426990637619, 0.6121687114075001",Off-surface,One player's frame missing
3270,"0.4319674270715, 0.61571381669",Off-surface,One player's frame missing
3271,"0.42630807748300004, 0.6022788093435001",Off-surface,One player's frame missing
3272,"0.421559288112, 0.5916633711804999",Off-surface,One player's frame missing
3273,"0.41920688616699997, 0.5895223680149999",Off-surface,One player's frame missing
3274,"0.4173539916475, 0.5897028147065",Off-surface,One player's frame missing
3275,"0.41832414218700004, 0.5874578524255",Off-surface,One player's frame missing
3276,"0.4176425829055, 0.5874272727905",Off-surface,One player's frame missing
3277,"0.41779783641299995, 0.5834311540685",Off-surface,One player's frame missing
3278,"0.417883127735, 0.582204090482",Off-surface,One player's frame missing
3279,"0.4171783073775, 0.5864928524540001",Off-surface,One player's frame missing
3280,"0.416640011839, 0.5845954011735",Off-surface,One player's frame missing
3281,"0.416882555428, 0.588689131937",Off-surface,One player's frame missing
3282,"0.417842228223, 0.5833234878635",Off-surface,One player's frame missing
3283,"0.418722711414, 0.581754911617",Off-surface,One player's frame missing
3284,"0.41917433521049996, 0.5791328407675",Off-surface,One player's frame missing
3285,"0.417841007966, 0.5853277708719999",Off-surface,One player's frame missing
3286,"0.42660709295950006, 0.598739072506",Off-surface,One player's frame missing
3287,"0.43242512923233334, 0.6062292048260001",Off-surface,One player's frame missing
3288,"0.43471172359300003, 0.606549272092",Off-surface,One player's frame missing
3289,"0.42460619271300004, 0.583188818358","0.1276823655345, 0.8102304106834999",0.3737802078655667
3290,"0.4220928165955, 0.5837081421675","0.135404294994, 0.79594147384",0.3566977649087013
3291,"0.42069848402366666, 0.5808170376316667",Off-surface,One player's frame missing
3292,"0.421498080432, 0.579141248708",Off-surface,One player's frame missing
3293,"0.4288103204015, 0.5973877701154999",Off-surface,One player's frame missing
3294,Off-surface,Off-surface,Both player's frame missing
3295,Off-surface,Off-surface,Both player's frame missing
3296,Off-surface,Off-surface,Both player's frame missing
3297,Off-surface,Off-surface,Both player's frame missing
3298,Off-surface,Off-surface,Both player's frame missing
3299,Off-surface,Off-surface,Both player's frame missing
3300,Off-surface,Off-surface,Both player's frame missing
3301,Off-surface,Off-surface,Both player's frame missing
3302,Off-surface,Off-surface,Both player's frame missing
3303,Off-surface,Off-surface,Both player's frame missing
3304,Off-surface,Off-surface,Both player's frame missing
3305,Off-surface,Off-surface,Both player's frame missing
3306,Off-surface,Off-surface,Both player's frame missing
3307,Off-surface,Off-surface,Both player's frame missing
3308,Off-surface,Off-surface,Both player's frame missing
3309,Off-surface,Off-surface,Both player's frame missing
3310,Off-surface,Off-surface,Both player's frame missing
3311,Off-surface,Off-surface,Both player's frame missing
3312,Off-surface,Off-surface,Both player's frame missing
3313,Off-surface,Off-surface,Both player's frame missing
3314,Off-surface,Off-surface,Both player's frame missing
3315,Off-surface,Off-surface,Both player's frame missing
3316,Off-surface,Off-surface,Both player's frame missing
3317,Off-surface,Off-surface,Both player's frame missing
3318,Off-surface,Off-surface,Both player's frame missing
3319,Off-surface,Off-surface,Both player's frame missing
3320,Off-surface,Off-surface,Both player's frame missing
3321,Off-surface,Off-surface,Both player's frame missing
3322,Off-surface,Off-surface,Both player's frame missing
3323,Off-surface,Off-surface,Both player's frame missing
3324,Off-surface,Off-surface,Both player's frame missing
3325,Off-surface,Off-surface,Both player's frame missing
3326,Off-surface,Off-surface,Both player's frame missing
3327,Off-surface,Off-surface,Both player's frame missing
3328,Off-surface,Off-surface,Both player's frame missing
3329,Off-surface,Off-surface,Both player's frame missing
3330,Off-surface,"0.11947831192950001, 0.7392823549365",One player's frame missing
3331,Off-surface,Off-surface,Both player's frame missing
3332,"0.42461000561350004, 0.5849170281864999",Off-surface,One player's frame missing
3333,"0.424028752093, 0.5805246065935",Off-surface,One player's frame missing
3334,"0.4221053627125, 0.5797738744475","0.12420672472699999, 0.7346774263779999",0.335765854300733
3335,"0.420150511488, 0.5798921682554999","0.12895728345, 0.6822785363625",0.3086688588590251
3336,"0.4222133754495, 0.5762124510969999","0.00019470954927650004, 0.9725087132720001",0.5789218270043728
3337,"0.429381935743, 0.5918467446605","0.147913805943, 0.5617928623740001",0.28306809063121274
3338,"0.4259939767225, 0.5839051731855001","0.1402063350405, 0.5786863257695001",0.2858352891203441
3339,"0.4240699264105, 0.5772021488935","0.04317128624450001, 0.3021776654035",0.4698108561956069
3340,"0.423340830757, 0.5765008314119999","0.08165817713565, 0.42614308393350003",0.37330214038033027
3341,"0.42185819332900004, 0.576383708663","0.07302986409244999, 0.4313992141765",0.37775879462888606
3342,"0.4232974103616667, 0.5742382394376667","0.06554861875765, 0.4327048095135",0.384728358300026
3343,"0.42287529943900004, 0.572138271337","0.06612551584635, 0.4546365754845",0.37560225854168666
3344,"0.4277170624455, 0.5901759752635001","0.0823056002085, 0.4727410416355",0.3648287843371398
3345,"0.4328564661515, 0.5992495828085","0.07592002696370001, 0.5037504881685",0.36949113480180507
3346,"0.43574715513000006, 0.602000243","0.07670660653735001, 0.525758821893",0.3670461412767147
3347,"0.4380876819533333, 0.6017155760089999","0.0759199697988, 0.5432902153854999",0.3668500708617008
3348,"0.4395417757855, 0.603433468133","0.0740853786981, 0.5561141004645",0.36850712439334204
3349,"0.439880511526, 0.602479602799","0.07319171907815, 0.5714562550025",0.36799880246458005
3350,"0.4398550651805, 0.6009220855974999","0.07680785265505, 0.5930088507094999",0.3631334435285353
3351,"0.43912489411000005, 0.601717922557",Off-surface,One player's frame missing
3352,"0.43930105965533334, 0.6042643637969999","0.0821670127017, 0.6163290192249999",0.35733777214853224
3353,Missing,Off-surface,Both player's frame missing
3354,"0.44058045696750003, 0.601042700726","0.0850920756292, 0.635565384384",0.357160755057824
3355,"0.4394060081605, 0.602080100627",Off-surface,One player's frame missing
3356,"0.4407299028675, 0.5969130930985",Off-surface,One player's frame missing
3357,"0.438552597426, 0.598634508872",Off-surface,One player's frame missing
3358,"0.438612156664, 0.5993621297745",Off-surface,One player's frame missing
3359,"0.430626817046, 0.584366885488",Off-surface,One player's frame missing
3360,"0.42818645851799997, 0.5750550367589999",Off-surface,One player's frame missing
3361,"0.4262180918105, 0.5712567847705",Off-surface,One player's frame missing
3362,"0.423110253485, 0.570933397768",Off-surface,One player's frame missing
3363,"0.4248632532605, 0.568896983242",Off-surface,One player's frame missing
