Frame Number,bubblegum,mumbathon,gaze-distance_bubblegum_mumbathon
43,"0.255750288013, 0.8218252348635","0.215268986445, 0.673148992902",0.15408880783637027
44,"0.24814018243749997, 0.8108651787815","0.2170279732085, 0.6767365643300001",0.1376897046906129
45,"0.2412756383415, 0.8035604556965","0.213500723852, 0.6775259943933333",0.12905863516587518
46,"0.23809775722749998, 0.7934323439155","0.21140183808449997, 0.6775140076769999",0.11895264929875066
47,"0.23412909565649997, 0.7846717976155","0.21002192596, 0.687445845162",0.10017006269972123
48,"0.23331958269050002, 0.778543741979","0.2084978443015, 0.6864167573665",0.0954122633126569
49,"0.2198068445945, 0.7831039683215","0.207580369096, 0.689100688101",0.09479505997323523
50,"0.2196063751425, 0.7839713954125","0.20534292867333334, 0.6898326618356667",0.09521316644576416
51,"0.233635462077, 0.787087650634","0.2055271174335, 0.6942652908160001",0.09698489326065178
52,"0.23299230113199998, 0.78128505668","0.20518807609099998, 0.70046169186",0.08547216641081117
53,"0.23168302143, 0.7758629822495","0.205747635328, 0.7007758707645",0.07944003124005325
54,"0.2304221857805, 0.774160968779","0.204790044646, 0.696549651956",0.08173446738150925
55,"0.238129660991, 0.770880470009","0.22241599029666667, 0.692024486014",0.08040637822032302
56,"0.24210429402, 0.7647590131990001","0.23824424516, 0.7655968801824999",0.003949936491087723
57,"0.243033800646, 0.763339168531","0.2170231608225, 0.7671482281055",0.026288064190235338
58,"0.2440171629235, 0.7629927043905","0.207462516127, 0.7588616285255001",0.03678733464413062
59,"0.26055617585449997, 0.7841831179715","0.18350398259466663, 0.762319663706",0.08009401424932025
60,"0.275943218171, 0.7948135264295","0.17518548064300002, 0.752109494565",0.10943379738109046
61,"0.28902498401, 0.79824982447","0.17497044726549998, 0.7433039651085",0.12659970305248047
62,"0.2878156058465, 0.790351435757","0.19514494427, 0.7355236198645001",0.10767516386134758
63,"0.28624099141250003, 0.7887204305544999","0.1961953987065, 0.7333600099325",0.10570234120973673
64,"0.2865982986005, 0.786921763896","0.19140676115599997, 0.726881803272",0.1125443275904171
65,"0.2801602916205, 0.777880778577","0.19286229558649998, 0.725059118576",0.10203464057276589
66,"0.2758971163785, 0.7733640909070001","0.189945781053, 0.7208895077320001",0.10070359439278488
67,"0.25497638418449997, 0.7503651245275","0.18258288006, 0.7235472216850001",0.07720116159938115
68,"0.244198634429, 0.72928628813","0.205282717906, 0.7144881544305",0.041634520770790454
69,"0.236967093825, 0.7228911132364999","0.203255414324, 0.703667070674",0.038807745969367397
70,"0.23125923233149998, 0.709348450946","0.208166021358, 0.6953558373715",0.02700165972142937
71,"0.22900305247699998, 0.6966197657615","0.2111406597426667, 0.678692985667",0.025306807755071044
72,"0.224125110912, 0.6880047468715","0.210306599716, 0.6724051954029999",0.020839799847703948
73,"0.24581207502949998, 0.694375619844","0.1916490786035, 0.670065028312",0.05936863685885533
74,"0.24915856557, 0.6977650444700001","0.192530784219, 0.6645943746965",0.06562773006861702
75,"0.2561156712539999, 0.7107573302955","0.1877617314843333, 0.6640156361703333",0.08280728863889854
76,"0.2446384508385, 0.70864298613","0.1760779867495, 0.674766759206",0.07647310629695511
77,"0.2431534420665, 0.7104621781004999","0.177767926959, 0.6771998013320001",0.07335973891831096
78,"0.247527153759, 0.716931101056","0.172532775786, 0.6769963914220001",0.08496433228778459
79,"0.261978251246, 0.719299783781","0.1763851346205, 0.6776043534014999",0.09520866834589264
80,"0.2703072177465, 0.7629359842715","0.17738199220366666, 0.6780174344886668",0.12588191943009913
81,"0.2659365249135, 0.9481258479875","0.178200617334, 0.6806723084199999",0.281476438278558
82,"0.2662203358605, 0.9639369791085","0.194015598939, 0.6837512614129999",0.28933987010857226
83,"0.2666384960085, 0.9826593325015001","0.19222275353899998, 0.6846560675575",0.3071541122052102
84,"0.26870107562799994, 0.9891106971205","0.18998736874549998, 0.68686556513",0.3123266998883364
85,"0.020564249255500003, 0.973519156072","0.189731511653, 0.6888927104655",0.3311038752501313
86,"0.5706452608265, 0.9587217142410001","0.18798840284499999, 0.6973532754606667",0.46340018531582694
87,"0.310236741323, 0.977319779159","0.18430713947799998, 0.697052654429",0.30725872782601577
88,"0.304093385028, 0.9737832500504999","0.183240978065, 0.6945548215985",0.30425946086280403
89,"0.2988676690555, 0.991939629728","0.183920303646, 0.6920581158165",0.32115700085851817
90,"0.287384694433, 0.996598863101","0.18197426326100002, 0.692568983446",0.3217849075436894
91,"0.277774623784, 0.9882952805165","0.18317203066899998, 0.6899930002449999",0.3129439263498476
92,"0.26809673887, 0.9749820981255","0.181049791284, 0.6852578854539999",0.3025182481969649
93,"0.26132093523533334, 0.9661444325793332","0.175786470517, 0.683415693543",0.2953839611958084
94,"0.257844846876, 0.958637407833","0.21053299322449998, 0.6440779538095001",0.31809756618292967
95,"0.251103434045, 0.949637855217","0.209273732082, 0.6285552569955",0.3237958598360742
96,"0.2504457551655, 0.9378283434095","0.20653556299166667, 0.6221451208766667",0.3187224528731187
97,"0.2480576648125, 0.9348514049425","0.203269678057, 0.6057988608129999",0.3320866461568538
98,"0.24495731633949996, 0.930665209581","0.197801308693, 0.604175809018",0.32987727678205386
99,"0.24353637472099998, 0.9251182149016666","0.1931574083025, 0.5979149327769999",0.33105894957023974
100,"0.24200493430599998, 0.9293659119750001","0.188326187695, 0.5921641065534999",0.3414476027405189
101,"0.24067393191699998, 0.918269547421","0.1854354526816667, 0.585811818097",0.33701547646288055
102,"0.240721163795, 0.9173629994935","0.182550465285, 0.587481293913",0.334971297041763
103,"0.241752045322, 0.9210542688215","0.1780572403865, 0.5920894088435",0.3350744801922649
104,"0.24251813920100002, 0.9150493175794999","0.173825326689, 0.5960069939724999",0.3263536528727119
105,"0.24209094698349998, 0.916697447785","0.169353144894, 0.5879976063355",0.33665170966703506
106,"0.23963304098000002, 0.91237099153","0.16579192593300002, 0.5865144206349999",0.3341182650901212
107,"0.2395768633415, 0.9093239986505","0.1622387315375, 0.5792700236515",0.33899382449179416
108,"0.26848500502, 0.9725650648945","0.156892701807, 0.5659029745115",0.42169526662158946
109,"0.281133159353, 0.969203589353","0.1459431160795, 0.5522869552534999",0.4382873801390444
110,"0.2731862131605, 0.958203348921","0.14391190979750001, 0.5350861165534999",0.4424251776699898
111,"0.27682371168, 0.9556661047805","0.13926269637650002, 0.513200061604",0.46335648511227084
112,"0.25579023705549997, 0.930369191188","0.13398078345699999, 0.4923662757045",0.4546252269265435
113,"0.2838902660655, 0.941777461413","0.13145877493949998, 0.47039246826650005",0.49541817815924116
114,"0.2828195298185, 0.9346719021084999","0.1288836134185, 0.4573825918805",0.5014991047009234
115,Off-surface,"0.1255396315045, 0.4288501145305",One player's frame missing
116,Off-surface,"0.1220323143905, 0.415338906045",One player's frame missing
117,Off-surface,"0.117111402452, 0.3983637814905",One player's frame missing
118,"0.2816638658695, 0.928649476109","0.1148191788515, 0.384633980248",0.5690254909255156
119,Off-surface,"0.11069562373750001, 0.362768854222",One player's frame missing
120,"0.282471921018, 0.9297921655495001","0.10925910851250001, 0.35701316910799996",0.598396571832257
121,Off-surface,"0.10645349957450001, 0.34945311586600003",One player's frame missing
122,Off-surface,"0.101589220769, 0.34399401081500003",One player's frame missing
123,Off-surface,"0.09998770447149999, 0.332240843627",One player's frame missing
124,Off-surface,"0.09829760364835, 0.3371899812885",One player's frame missing
125,Off-surface,"0.09708344225695, 0.32851964382099996",One player's frame missing
126,Off-surface,"0.09246494721215001, 0.3216451213395",One player's frame missing
127,Off-surface,"0.0900236789269, 0.31401398389",One player's frame missing
128,Off-surface,"0.08453424108919999, 0.30172649045800004",One player's frame missing
129,"0.24985811773549998, 0.966935545034","0.085372279178, 0.3104524110475",0.6767759572374752
130,Off-surface,"0.08181607815725, 0.3048062252975",One player's frame missing
131,Off-surface,"0.0796863789009, 0.3009960330495",One player's frame missing
132,Off-surface,"0.07650886068905001, 0.296496354818",One player's frame missing
133,Off-surface,"0.07218317071875, 0.29013513930699997",One player's frame missing
134,Off-surface,"0.06987561776670001, 0.2839023710605",One player's frame missing
135,"0.2559565755675, 0.935061067891","0.0650054035134, 0.284802163333",0.677716012106697
136,"0.25749406098100003, 0.920008211567","0.06293859190665, 0.28384928583",0.6652443230434921
137,"0.2522859592265, 0.904878972641","0.0598747415798, 0.2852562063625",0.6488100254827345
138,Off-surface,"0.05575086046925, 0.285200613126",One player's frame missing
139,"0.225611235304, 0.89595241497","0.0570877100916, 0.30169737884799996",0.6176886161379163
140,"0.21360777349350002, 0.899000915195","0.050796487328999995, 0.307592208391",0.6134099554018653
141,"0.2094785134295, 0.8959802462285","0.048755845081999996, 0.311813320425",0.6058735621591789
142,Off-surface,"0.04947465259145, 0.3203436856805",One player's frame missing
143,Off-surface,"0.048697713991700003, 0.336366803261",One player's frame missing
144,Off-surface,"0.0486810406329, 0.35061620210699995",One player's frame missing
145,"0.2079470321325, 0.89445225416","0.045252876791550004, 0.36658957946649995",0.5523661752105038
146,"0.20870884229699999, 0.8981767618145","0.04221365929265, 0.380442480369",0.5438468829988272
147,"0.20797502489800002, 0.8975304728310001","0.03990459958655, 0.391769686344",0.5329555713305947
148,Off-surface,"0.0413985015641, 0.40847788639700006",One player's frame missing
149,Off-surface,"0.03792727785616667, 0.4198336648503333",One player's frame missing
150,Off-surface,"0.0355688859272, 0.427611087262",One player's frame missing
151,Off-surface,"0.036194526623700006, 0.4386209239466667",One player's frame missing
152,Off-surface,"0.0376605535809, 0.452460528658",One player's frame missing
153,Off-surface,"0.03668951962343333, 0.4558485547153334",One player's frame missing
154,Off-surface,"0.033352393481400004, 0.468746689075",One player's frame missing
155,Off-surface,"0.03351384766395, 0.4897491465985",One player's frame missing
156,Off-surface,"0.045903422607499994, 0.5072367130875",One player's frame missing
157,Off-surface,"0.09318139163745001, 0.563029341315",One player's frame missing
158,Off-surface,"0.09883507107635, 0.5924604672014999",One player's frame missing
159,Off-surface,"0.09947791126175001, 0.6101982888245",One player's frame missing
160,Off-surface,"0.10048316161475, 0.6254400738335",One player's frame missing
161,Off-surface,"0.1002998440035, 0.6485860688745",One player's frame missing
162,Off-surface,"0.1031652075825, 0.6616279896820001",One player's frame missing
163,Off-surface,"0.1040815568355, 0.6867430470205",One player's frame missing
164,Off-surface,"0.10399601137049999, 0.7027807693504999",One player's frame missing
165,Off-surface,"0.103406436608, 0.723183377631",One player's frame missing
166,Off-surface,"0.1076178280645, 0.7319842931595",One player's frame missing
167,Off-surface,"0.10730416623200001, 0.7477880695100001",One player's frame missing
168,Off-surface,"0.10744712203266667, 0.759955531762",One player's frame missing
169,Off-surface,"0.108254694071, 0.775798021821",One player's frame missing
170,Off-surface,"0.10274352794306667, 0.7870415221920001",One player's frame missing
171,Off-surface,"0.08228086334814999, 0.8072983249399999",One player's frame missing
172,Off-surface,"0.07879517571514999, 0.813465468134",One player's frame missing
173,Off-surface,"0.08257789510415, 0.8186260450689999",One player's frame missing
174,Off-surface,"0.0868095136353, 0.8194362727815",One player's frame missing
175,Off-surface,"0.09348618061075001, 0.8200120582275",One player's frame missing
176,"0.2076672208215, 0.9024261607820001","0.09178921669449999, 0.817058338908",0.14392837403364234
177,Off-surface,"0.09931114369899999, 0.8221757548155",One player's frame missing
178,Off-surface,"0.11003479918850001, 0.8648008262645",One player's frame missing
179,Off-surface,"0.120617664497, 0.885280776865",One player's frame missing
180,Off-surface,"0.12861041655466665, 0.87616645779",One player's frame missing
181,Off-surface,"0.1364929607465, 0.872163591521",One player's frame missing
182,Off-surface,"0.1417009795435, 0.8707092415985",One player's frame missing
183,Off-surface,"0.14658410452350001, 0.8657419372290001",One player's frame missing
184,Off-surface,"0.151540154166, 0.8496004411210001",One player's frame missing
185,"0.208938502666, 0.89643524008","0.156223420532, 0.857259979352",0.06567785728463696
186,Off-surface,"0.16040505877800001, 0.855208197854",One player's frame missing
187,Off-surface,"0.162112169774, 0.854247557573",One player's frame missing
188,Off-surface,"0.16556581232033332, 0.8484520547516667",One player's frame missing
189,Off-surface,"0.16172793880300002, 0.8459285563060001",One player's frame missing
190,Off-surface,"0.153341870585, 0.8287135166976668",One player's frame missing
191,Off-surface,"0.15546187634699998, 0.823725093314",One player's frame missing
192,Off-surface,"0.16150159807300002, 0.8279322385800001",One player's frame missing
193,Off-surface,"0.165806267874, 0.828681714063",One player's frame missing
194,Off-surface,"0.16540019390366667, 0.829314075782",One player's frame missing
195,"0.210269999752, 0.8996157624065","0.16788479087299998, 0.834862348821",0.07739192789103577
196,"0.22073243384199998, 0.884116477993","0.16919068239266669, 0.8419476693176667",0.06659399798451592
197,Off-surface,"0.17061586800599998, 0.847952950791",One player's frame missing
198,Off-surface,"0.169843665493, 0.8588484434399999",One player's frame missing
199,"0.2285561423595, 0.8814294123870001","0.168463256429, 0.864107928087",0.062539497582018
200,Off-surface,"0.166964846737, 0.870367254258",One player's frame missing
201,"0.2307257567625, 0.872552517732","0.1668320514463333, 0.8692144617646665",0.06398084241919763
202,Off-surface,"0.164827820227, 0.8791693577985",One player's frame missing
203,Off-surface,"0.161717712279, 0.889292897327",One player's frame missing
204,Off-surface,"0.159938446467, 0.894633745703",One player's frame missing
205,"0.2311676734905, 0.8687324500265","0.15893154291433334, 0.9031008529763334",0.07999528537319628
206,"0.23062230756199997, 0.8637725052965","0.1561841150405, 0.908387950163",0.08678469004671041
207,"0.232283025989, 0.8622587130815","0.1548239227505, 0.9120176407755001",0.09206445329099242
208,"0.217520110809, 0.8687967542465","0.15793230025, 0.919475698365",0.07822443700137005
209,Off-surface,"0.1557974335615, 0.925581696476",One player's frame missing
210,Off-surface,"0.153019410521, 0.9373515978255",One player's frame missing
211,Off-surface,"0.15118662517549997, 0.9452382018429999",One player's frame missing
212,Off-surface,"0.150899108913, 0.9506089494959999",One player's frame missing
213,Off-surface,"0.14931775252166665, 0.9612925134276665",One player's frame missing
214,Off-surface,"0.1502329888515, 0.969719531414",One player's frame missing
215,"0.22394959988649998, 0.8608944202295","0.14773747959300002, 0.980966215011",0.14221646593022047
216,"0.22681782630300001, 0.8541909056954999","0.148391102951, 0.9900689186105001",0.15688717388448326
217,"0.24814872089, 0.837388866826","0.1465731832495, 0.9942721695925001",0.18689558725096206
218,"0.251568808178, 0.8499271890585","0.149807211524, 0.9991985616699999",0.18065814466802382
219,"0.2460190117965, 0.8270537695040001","0.15047640400633333, 0.995071226967",0.19328283916498276
220,"0.2430981636135, 0.8130104088545","0.1503313075365, 0.991051220146",0.2007591095610516
221,"0.23754067394400002, 0.7935531316614999","0.149038724847, 0.979987255846",0.20637412060238947
222,"0.22333182480750002, 0.7880304985635","0.151228108537, 0.9807114244805",0.20573012689503983
223,"0.21444187909450002, 0.7883384973255","0.15425500709200002, 0.9806724699506666",0.201531180186153
224,"0.209722002975, 0.8243260574544999","0.157176852545, 0.9873500779565001",0.1712828774114561
225,"0.205518968643, 0.8337863631105","0.153285929699, 0.990427923575",0.1651207704138974
226,Off-surface,"0.1555086677325, 0.989560769128",One player's frame missing
227,"0.20240490157750002, 0.841104377885",Off-surface,One player's frame missing
228,"0.2063236624415, 0.8410446947379999",Off-surface,One player's frame missing
229,"0.2064758601655, 0.8385337666945",Off-surface,One player's frame missing
230,"0.199410479052, 0.8334312447895",Off-surface,One player's frame missing
231,"0.20853011591249998, 0.7801706853515",Off-surface,One player's frame missing
232,"0.2083941050135, 0.7534670867740001",Off-surface,One player's frame missing
233,"0.2064442874165, 0.7399536741875",Off-surface,One player's frame missing
234,"0.20349861742, 0.729132935297",Off-surface,One player's frame missing
235,"0.2004823677465, 0.7189403536805",Off-surface,One player's frame missing
236,"0.193759992871, 0.695210439831",Off-surface,One player's frame missing
237,"0.1893960690275, 0.676627158885",Off-surface,One player's frame missing
238,"0.18817723609249998, 0.6663340963784999","0.15639372256700002, 0.997543991054",0.33273140227964887
239,"0.189407288244, 0.6530675567765","0.140251366812, 0.951531915399",0.30248516985096846
240,"0.1844933970825, 0.659362371575","0.14139364151533332, 0.9486422837533333",0.2924730013520115
241,"0.32818438560999996, 0.732298075511","0.1397719122295, 0.9500264823910001",0.287932143547504
242,"0.375437439242, 0.728647218483","0.138940897496, 0.946303449163",0.3214107170142945
243,"0.380659717662, 0.710597498218","0.1402739295015, 0.947923719096",0.3378003289900382
244,"0.3835503215975, 0.7165802567565001","0.1400531706195, 0.9502384083865001",0.3374714719165918
245,"0.386152625407, 0.722535423555","0.13944877934933333, 0.9465193462446666",0.33321402323896193
246,"0.34565196848800006, 0.9849459999299999","0.1383320817965, 0.9362409137359999",0.2129641304044918
247,"0.35298681625649997, 0.8835946654719999","0.139449787825, 0.931526759509",0.2188505155354381
248,"0.3603083540055, 0.8807315467749999",Off-surface,One player's frame missing
249,"0.35537215277900003, 0.774082590163",Off-surface,One player's frame missing
250,"0.35738078729649997, 0.7568726035669999",Off-surface,One player's frame missing
251,Off-surface,Off-surface,Both player's frame missing
252,"0.35493176439850005, 0.813891619357",Off-surface,One player's frame missing
253,"0.37752403168666665, 0.8172983403063334",Off-surface,One player's frame missing
254,"0.380501506699, 0.8129038493449999",Off-surface,One player's frame missing
255,"0.3820350352535, 0.8179636153555",Off-surface,One player's frame missing
256,"0.383482293289, 0.8235518727210001",Off-surface,One player's frame missing
257,Off-surface,Off-surface,Both player's frame missing
258,"0.3862236516265, 0.818874099986",Off-surface,One player's frame missing
259,Off-surface,Off-surface,Both player's frame missing
260,"0.39113941990966666, 0.8094558852423334",Off-surface,One player's frame missing
261,"0.39047052959899997, 0.8078168656720001",Off-surface,One player's frame missing
262,Off-surface,Off-surface,Both player's frame missing
263,Off-surface,"0.13633732190499998, 0.9274820145905001",One player's frame missing
264,"0.3957508130285, 0.8083358442145001","0.1405650136175, 0.9140557789599999",0.2762182050908735
265,Off-surface,"0.1527088533845, 0.8963343948555",One player's frame missing
266,Off-surface,"0.1503185111485, 0.887766327841",One player's frame missing
267,"0.397267923659, 0.8115837444464999","0.148896099367, 0.875001577163",0.25634036866750837
268,Off-surface,"0.1443283126205, 0.8695538449245",One player's frame missing
269,"0.39737799884400005, 0.811230207728","0.1432059954285, 0.8552960569235",0.2579635756954255
270,Off-surface,"0.14090227066, 0.8474463985625",One player's frame missing
271,Off-surface,"0.1372208728815, 0.8369121959485",One player's frame missing
272,Off-surface,"0.13432085299399998, 0.83033865434",One player's frame missing
273,"0.3936853333025, 0.8174290412715","0.1321688911785, 0.8244117157094999",0.2616096466942734
274,"0.3979913643466666, 0.8104410654286666","0.12753810661999998, 0.817475810749",0.2705447324504558
275,Off-surface,"0.12535861901649997, 0.8095887313335",One player's frame missing
276,Off-surface,"0.12349245281233334, 0.8029723638480001",One player's frame missing
277,Off-surface,"0.12132909550999998, 0.798124169596",One player's frame missing
278,Off-surface,"0.121774311975, 0.7936042108899999",One player's frame missing
279,Off-surface,"0.11865594154499999, 0.786767203646",One player's frame missing
280,Off-surface,"0.11596447281799999, 0.7795926175425",One player's frame missing
281,Off-surface,"0.11508056394533332, 0.7800056525839999",One player's frame missing
282,Off-surface,"0.11326453735400001, 0.780210198756",One player's frame missing
283,Off-surface,"0.1108633139295, 0.772754036752",One player's frame missing
284,Off-surface,"0.1099908681575, 0.774736745176",One player's frame missing
285,"0.4017998935375, 0.8292503444145001","0.11721664306099999, 0.776548457395",0.28942203673387845
286,"0.4142816207915, 0.8286761329875","0.145369481839, 0.80251959008",0.2701812414156108
287,"0.4163622269095, 0.8219664721875","0.1439802156455, 0.8221421801919999",0.2723820679367947
288,"0.4125417854625, 0.836695582538","0.1444063412495, 0.826031330135",0.26834742913360976
289,"0.4096763662135, 0.8328424875809999","0.1443012797995, 0.829903410115",0.2653913613243451
290,"0.405925397324, 0.840722563453","0.1504277658655, 0.8694635597895",0.257109090759775
291,"0.4026457668915, 0.850077373449","0.1588739258515, 0.9254627131605",0.255162026813257
292,"0.40323501890050006, 0.844278908748","0.161182574745, 0.9585849844785",0.26768501017157886
293,"0.40376447861450004, 0.8424865372420001","0.15563831192099997, 0.95434319353",0.2721736691047507
294,"0.4026920930505, 0.842467142695","0.162555730946, 0.958282799367",0.2666059615521568
295,"0.401717548228, 0.830713874405","0.162891919454, 0.958147777895",0.2706973969545978
296,"0.40093481247600005, 0.836805326548","0.1571334178855, 0.968142429736",0.2769269843805187
297,Off-surface,"0.152347593888, 0.9695171044074999",One player's frame missing
298,Off-surface,"0.15578329491550003, 0.9669136670140001",One player's frame missing
299,Off-surface,"0.15248339938549998, 0.9803077340035",One player's frame missing
300,Off-surface,"0.08283801651435, 0.9976513196669999",One player's frame missing
301,Off-surface,"0.0829307585611, 0.9942589168064999",One player's frame missing
302,"0.404617200771, 0.829515778334","0.08248458654525, 0.98870395925",0.3593192147537632
303,"0.40216743385450004, 0.838513754937","0.08083399984619999, 0.9875792794560001",0.3542255022040214
304,Off-surface,"0.07739197474125001, 0.986154214297",One player's frame missing
305,"0.396303891521, 0.846548528005","0.07671025911240001, 0.980478190219",0.34652163611653375
306,Off-surface,"0.0766953145412, 0.9776726584435",One player's frame missing
307,Off-surface,"0.07595737108565001, 0.9752945261875",One player's frame missing
308,"0.39547889079, 0.8510099066739999","0.07485784189195, 0.974500914914",0.3435809746080501
309,Off-surface,Off-surface,Both player's frame missing
310,Off-surface,Off-surface,Both player's frame missing
311,Off-surface,Off-surface,Both player's frame missing
312,Off-surface,Off-surface,Both player's frame missing
313,"0.397229954898, 0.8439487265815",Off-surface,One player's frame missing
314,Off-surface,Off-surface,Both player's frame missing
315,Off-surface,Off-surface,Both player's frame missing
316,"0.398008664949, 0.8494712153865001",Off-surface,One player's frame missing
317,"0.392305131265, 0.859197728444",Off-surface,One player's frame missing
318,"0.41546800984099996, 0.7841783728174999",Off-surface,One player's frame missing
319,Off-surface,Off-surface,Both player's frame missing
320,"0.4280885129105, 0.758436851263",Off-surface,One player's frame missing
321,Off-surface,Off-surface,Both player's frame missing
322,"0.4219598116225, 0.7317669419845",Off-surface,One player's frame missing
323,Off-surface,Off-surface,Both player's frame missing
324,Off-surface,"0.07399943559819999, 0.972715992672",One player's frame missing
325,"0.428275888406, 0.7367134894095","0.0729589812417, 0.970607658666",0.4253899233985121
326,"0.430641357861, 0.737075288756","0.07076096207585, 0.969049665362",0.42816586817753055
327,Off-surface,"0.07108369999965, 0.9678082508085001",One player's frame missing
328,Off-surface,"0.06970791534514999, 0.9682952554490001",One player's frame missing
329,Off-surface,"0.06814994323689999, 0.9683367513015",One player's frame missing
330,"0.43139936254800004, 0.734451428147","0.0664356708668, 0.9654653908170001",0.4319328040263511
331,Off-surface,"0.06880379553275, 0.9658148713524999",One player's frame missing
332,"0.43289550603500004, 0.7376198037435","0.1401787068582, 0.974269604191",0.37641234380948857
333,"0.431012140675, 0.74225700152","0.214521006069, 0.9840038518234999",0.32451494725922264
334,Off-surface,"0.2073915416225, 0.97768707703",One player's frame missing
335,Off-surface,"0.2068121215975, 0.9748593472835",One player's frame missing
336,"0.4317697080445, 0.7426394193950001","0.20474507394299998, 0.974875450641",0.3247672377223617
337,Off-surface,"0.20282891547466667, 0.9683134482336667",One player's frame missing
338,"0.42931098278900004, 0.7401997519875001","0.20437599254900002, 0.973342179322",0.3239616354719976
339,"0.42832727749849997, 0.7381133204135","0.199970087386, 0.9673723140653333",0.3235841350349671
340,"0.427756318464, 0.737602919579","0.19982255617599998, 0.9626414010815",0.32030628802399974
341,"0.4266363061995, 0.739669200328","0.19378846411300002, 0.9483049260375",0.31264514006564914
342,"0.4195177004025, 0.7251654628485","0.19288561419050002, 0.9426657062250001",0.31411535837911553
343,"0.41506146933300003, 0.715360208064","0.1911424767395, 0.9356892867385",0.31414108001603663
344,"0.408954191821, 0.71017263773","0.192891961487, 0.920002303537",0.3011832930784505
345,"0.40642451758099996, 0.709807624807","0.1928954668665, 0.9094281024524999",0.29230633006223633
