player_names	world_frame_idx	player1_x	player1_y	player2_x	player2_y	dist
bubblegum_mumbathon	0	0.2644232245395385	0.9755188181327694	0.10442337195954544	0.8592076863998183	0.19780857461348694
bubblegum_mumbathon	1	0.251286887217	0.945758567304	0.1020861384475	0.861082732032	0.17155424947342554
bubblegum_mumbathon	2	0.242298014365	0.9304414128899999	0.102014712289	0.8582946411705	0.15774841207090454
bubblegum_mumbathon	3	0.23612688344799998	0.9205125771734999	0.102538924346	0.85475472455	0.14889539280545772
bubblegum_mumbathon	4	0.23495942688049998	0.9174977076890001	0.10422728881249999	0.858147716148	0.1435733729482852
bubblegum_mumbathon	5	0.2344103051545	0.9184530471904999	0.106449751599	0.8570654160935001	0.14192372781861154
bubblegum_mumbathon	6	0.232315644446	0.919648726359	0.10489834255466667	0.8557363846723334	0.14254808396165974
bubblegum_mumbathon	7	0.231478024118	0.9163882991786667	0.1050771338475	0.855501726437	0.1403009615127468
bubblegum_mumbathon	8	0.23189660599300002	0.916505587368	0.1035754817315	0.853073286326	0.1431431721990897
bubblegum_mumbathon	9	0.2301459376175	0.92008005494	0.10180714613799999	0.8497867479035	0.14632837869854998
bubblegum_mumbathon	10	0.230632794704	0.9186381235245	0.10127291842	0.853148015011	0.14499286846366546
bubblegum_mumbathon	11	0.230971834715	0.916526930756	0.09978959007373334	0.8486020382566665	0.14772465038092714
bubblegum_mumbathon	12	0.230774738742	0.9162707253655	0.09731231160215001	0.8427971005655	0.152350231372686
bubblegum_mumbathon	13	0.2306200228885	0.9123381669985	0.0991259542482	0.8431518123389999	0.14858479652592338
bubblegum_mumbathon	14	0.2255653858515	0.921616034595	0.09976804781376668	0.839070760597	0.1504615981464527
bubblegum_mumbathon	15	0.21632055250499999	0.9172895507365	0.10157629457100001	0.8326743442260001	0.1425692039033636
bubblegum_mumbathon	16	0.21568644574899998	0.890375059364	0.09984030095433334	0.8355784489773334	0.12815224451274743
bubblegum_mumbathon	17	0.2112046568805	0.87275845943	0.1017842521755	0.837008708428	0.1151124218427837
